,user_id,food_id,rating,cluster
0,56680,79222,5,0
1,56680,13949,5,0
2,56680,56103,5,0
3,56680,63689,5,0
4,56680,109006,5,0
5,56680,56807,5,0
6,56680,85201,5,0
7,56680,212565,5,0
8,56680,200296,5,0
9,56680,107235,5,0
10,56680,103152,5,0
11,56680,42780,5,0
12,56680,103060,5,0
13,56680,66947,5,0
14,56680,79431,5,0
15,56680,108383,5,0
16,56680,52488,5,0
17,56680,69214,5,0
18,56680,10744,5,0
19,56680,21428,4,0
20,56680,16855,5,0
21,56680,64252,5,0
22,56680,76470,5,0
23,56680,49387,5,0
24,56680,17227,4,0
25,56680,29679,5,0
26,56680,80613,4,0
27,56680,72124,5,0
28,56680,84104,5,0
29,56680,78792,5,0
30,56680,89030,4,0
31,56680,113519,5,0
32,56680,118112,4,0
33,56680,57542,5,0
34,56680,76913,5,0
35,56680,84516,5,0
36,56680,123622,5,0
37,56680,53842,5,0
38,56680,26431,5,0
39,56680,95553,5,0
40,56680,118761,5,0
41,56680,105993,5,0
42,56680,170897,5,0
43,56680,77554,4,0
44,56680,82770,5,0
45,56680,21761,5,0
46,56680,111777,5,0
47,56680,53878,4,0
48,56680,74301,5,0
49,56680,37769,5,0
50,56680,234344,5,0
51,56680,112525,5,0
52,101823,79222,5,0
53,101823,58224,4,0
54,101823,37413,5,0
55,101823,79944,4,0
56,101823,59636,4,0
57,101823,88453,5,0
58,101823,20798,4,0
59,101823,152865,5,0
60,101823,52035,4,0
61,101823,95988,5,0
62,101823,78055,4,0
63,101823,19710,4,0
64,101823,80667,5,0
65,101823,33434,5,0
66,101823,56103,5,0
67,101823,91801,5,0
68,101823,104302,4,0
69,101823,109163,5,0
70,101823,63689,5,0
71,101823,31597,4,0
72,101823,110043,5,0
73,101823,56807,4,0
74,101823,59223,5,0
75,101823,14462,4,0
76,101823,25198,4,0
77,101823,95220,5,0
78,101823,137364,5,0
79,101823,90941,5,0
80,101823,26727,5,0
81,101823,104799,5,0
82,101823,38806,5,0
83,101823,14005,5,0
84,101823,55836,5,0
85,101823,57177,5,0
86,101823,166836,4,0
87,101823,85201,4,0
88,101823,74300,5,0
89,101823,14988,4,0
90,101823,32253,5,0
91,101823,21304,4,0
92,101823,116610,5,0
93,101823,212565,5,0
94,101823,131639,5,0
95,101823,54112,5,0
96,101823,64984,5,0
97,101823,41672,5,0
98,101823,155203,5,0
99,101823,9430,4,0
100,101823,64367,4,0
101,101823,55678,5,0
102,101823,77497,5,0
103,101823,11177,5,0
104,101823,68491,5,0
105,101823,28603,5,0
106,101823,28017,4,0
107,101823,66990,5,0
108,101823,84738,4,0
109,101823,151090,5,0
110,101823,32966,5,0
111,101823,110671,4,0
112,101823,155837,5,0
113,101823,67949,5,0
114,101823,42094,5,0
115,101823,6919,0,0
116,101823,29413,5,0
117,101823,95823,4,0
118,101823,93190,5,0
119,101823,167476,5,0
120,101823,57505,5,0
121,101823,103152,5,0
122,101823,64708,5,0
123,101823,103060,5,0
124,101823,68470,4,0
125,101823,26773,5,0
126,101823,74273,5,0
127,101823,101101,3,0
128,101823,130464,5,0
129,101823,28713,5,0
130,101823,35277,4,0
131,101823,178820,4,0
132,101823,52289,4,0
133,101823,96978,5,0
134,101823,70713,4,0
135,101823,88350,5,0
136,101823,38629,5,0
137,101823,21428,4,0
138,101823,42918,4,0
139,101823,24217,5,0
140,101823,57919,5,0
141,101823,133272,4,0
142,101823,73011,5,0
143,101823,51349,5,0
144,101823,36218,4,0
145,101823,125687,5,0
146,101823,213359,5,0
147,101823,129996,5,0
148,101823,180576,5,0
149,101823,138082,5,0
150,101823,101040,4,0
151,101823,32522,5,0
152,101823,4957,5,0
153,101823,10406,4,0
154,101823,88433,5,0
155,101823,100798,4,0
156,101823,3595,5,0
157,101823,44833,5,0
158,101823,15416,4,0
159,101823,28648,5,0
160,101823,111502,5,0
161,101823,72608,4,0
162,101823,70173,4,0
163,101823,29679,4,0
164,101823,90105,4,0
165,101823,74475,4,0
166,101823,57589,5,0
167,101823,41897,4,0
168,101823,45609,5,0
169,101823,15220,5,0
170,101823,72124,5,0
171,101823,85148,4,0
172,101823,100927,5,0
173,101823,77797,4,0
174,101823,31750,5,0
175,101823,124413,4,0
176,101823,83524,4,0
177,101823,166579,2,0
178,101823,109264,4,0
179,101823,106627,5,0
180,101823,162736,5,0
181,101823,70998,5,0
182,101823,142998,5,0
183,101823,81585,5,0
184,101823,52556,5,0
185,101823,34881,5,0
186,101823,6449,5,0
187,101823,78792,5,0
188,101823,12584,4,0
189,101823,50973,5,0
190,101823,99821,5,0
191,101823,150739,5,0
192,101823,108522,5,0
193,101823,27469,5,0
194,101823,89030,4,0
195,101823,64056,4,0
196,101823,57790,5,0
197,101823,59965,5,0
198,101823,25723,5,0
199,101823,67682,4,0
200,101823,49106,5,0
201,101823,83807,5,0
202,101823,99550,5,0
203,101823,35988,5,0
204,101823,46560,4,0
205,101823,30505,3,0
206,101823,69215,4,0
207,101823,42431,4,0
208,101823,104248,4,0
209,101823,63860,4,0
210,101823,15072,4,0
211,101823,30951,5,0
212,101823,87034,5,0
213,101823,66575,4,0
214,101823,123622,5,0
215,101823,95017,4,0
216,101823,18840,4,0
217,101823,24525,4,0
218,101823,16213,5,0
219,101823,154139,4,0
220,101823,15420,5,0
221,101823,142464,5,0
222,101823,139174,4,0
223,101823,93732,4,0
224,101823,26306,5,0
225,101823,118826,5,0
226,101823,143794,5,0
227,101823,26775,4,0
228,101823,149110,3,0
229,101823,81319,4,0
230,101823,37336,4,0
231,101823,83207,3,0
232,101823,23931,5,0
233,101823,63831,5,0
234,101823,110160,5,0
235,101823,47924,4,0
236,101823,70935,5,0
237,101823,106668,5,0
238,101823,129615,5,0
239,101823,115086,4,0
240,101823,105993,5,0
241,101823,71739,4,0
242,101823,170897,5,0
243,101823,97589,5,0
244,101823,14106,5,0
245,101823,146140,5,0
246,101823,101104,5,0
247,101823,21761,4,0
248,101823,56322,5,0
249,101823,44263,5,0
250,101823,14577,4,0
251,101823,108068,4,0
252,101823,99086,4,0
253,101823,63812,5,0
254,101823,53878,5,0
255,101823,69372,5,0
256,101823,57872,5,0
257,101823,74301,5,0
258,101823,82944,5,0
259,101823,77567,5,0
260,101823,95606,4,0
261,101823,174796,5,0
262,101823,81141,5,0
263,101823,46286,4,0
264,101823,129937,5,0
265,101823,53767,5,0
266,101823,37437,5,0
267,101823,55045,5,0
268,101823,57830,4,0
269,101823,86644,5,0
270,101823,123658,4,0
271,101823,73499,4,0
272,101823,31311,4,0
273,446143,79222,4,0
274,446143,227257,5,0
275,446143,169085,5,0
276,446143,150809,4,0
277,446143,80560,5,0
278,446143,100408,5,0
279,446143,65861,5,0
280,446143,31597,5,0
281,446143,129353,5,0
282,446143,90941,5,0
283,446143,180465,5,0
284,446143,109547,5,0
285,446143,115153,5,0
286,446143,32253,5,0
287,446143,38249,4,0
288,446143,22274,5,0
289,446143,45753,0,0
290,446143,110071,5,0
291,446143,18831,5,0
292,446143,99361,4,0
293,446143,157593,5,0
294,446143,113385,5,0
295,446143,66258,5,0
296,446143,81852,4,0
297,446143,88433,5,0
298,446143,141367,5,0
299,446143,245872,5,0
300,446143,160625,5,0
301,446143,120351,5,0
302,446143,81845,5,0
303,446143,245944,5,0
304,446143,101955,5,0
305,446143,87115,4,0
306,446143,59965,5,0
307,446143,118112,3,0
308,446143,25033,5,0
309,446143,113840,3,0
310,446143,102176,5,0
311,446143,132849,5,0
312,446143,53182,0,0
313,446143,29365,5,0
314,446143,13685,4,0
315,446143,132249,5,0
316,446143,80963,5,0
317,446143,119014,4,0
318,446143,59278,5,0
319,446143,17987,5,0
320,446143,28148,5,0
321,446143,33489,5,0
322,446143,103403,5,0
323,446143,64639,4,0
324,446143,238239,5,0
325,446143,14031,5,0
326,446143,55855,5,0
327,446143,9272,5,0
328,446143,73927,4,0
329,446143,291504,5,0
330,446143,117412,5,0
331,446143,54677,5,0
332,446143,44263,4,0
333,446143,99086,5,0
334,446143,21120,5,0
335,446143,107740,5,0
336,446143,192282,5,0
337,446143,111797,5,0
338,446143,144926,5,0
339,446143,190507,5,0
340,446143,201058,5,0
341,226989,79222,4,1
342,226989,34233,5,1
343,226989,78024,5,1
344,226989,151153,4,1
345,226989,73754,4,1
346,226989,94781,4,1
347,226989,65119,4,1
348,226989,25885,5,1
349,226989,116266,5,1
350,226989,83748,5,1
351,226989,174658,5,1
352,226989,80434,1,1
353,226989,32614,5,1
354,226989,116992,5,1
355,226989,35233,5,1
356,226989,432,3,1
357,226989,35393,5,1
358,226989,1005,5,1
359,226989,2496,3,1
360,226989,102886,3,1
361,226989,15668,4,1
362,226989,242778,4,1
363,226989,30165,2,1
364,868654,79222,5,1
365,868654,246229,5,1
366,868654,150863,5,1
367,868654,66941,5,1
368,868654,249731,5,1
369,868654,150614,5,1
370,868654,48957,5,1
371,868654,22149,1,1
